undp_hdi,ccodealp,ht_region,gle_cgdpc,imf_pop,ffp_hf,wef_qes,wdi_expedu,wdi_ners
0.75800002,AZE,EastEurope,9793.3096,9.342000007629396,4.300000190734863,3.089141368865967,2.634660005569458,
0.484,TGO,SubSaharian,1036.28,6.928999900817871,7.300000190734863,,4.868460178375244,
0.514,CMR,SubSaharian,2658.51,,7.5,3.810850858688355,3.029900074005127,43.13555908203125
0.77899998,TTO,Caribbean,22089.16,1.353999972343445,7.5,4.182013988494873,,
0.61500001,IND,SouthAsia,4256.79,,5.5,4.156626701354981,3.842360019683838,61.75524139404297
0.67900002,PHL,SouthEastAsia,3953.1001,100.1490020751953,6.199999809265137,4.54694414138794,,67.44245910644531
0.78100002,SYC,SubSaharian,9583.3203,0.0900000035762787,5.5,4.323356151580811,3.60644006729126,74.57037353515625
0.875,CZE,EastEurope,23847.08,10.51200008392334,2.799999952316284,3.578998565673828,4.089019775390625,
0.40599999,BDI,SubSaharian,663.57001,,6.800000190734863,2.595248937606812,5.416419982910156,24.94817924499512
0.74299997,DZA,NorthAfrica,5402.1699,39.11399841308594,5.099999904632568,2.977302312850952,,
0.57599998,ZMB,SubSaharian,1916.79,,7.800000190734863,4.328835487365723,,
0.79799998,ROU,EastEurope,14563.14,19.95299911499023,4.5,3.833498477935791,3.129179954528809,83.92993927001953
0.49000001,HTI,LatAm,1024.9399,,9.300000190734863,2.325876951217651,,
0.86299998,EST,EastEurope,19768.039,1.315999984741211,3.5,4.364778518676758,5.481639862060547,94.39128112792967
,SOM,SubSaharian,1436.74,,9.199999809265137,,,
0.48800001,UGA,SubSaharian,1343.45,37.59999847412109,7.300000190734863,3.571631669998169,2.213870048522949,
0.82300001,HRV,EastEurope,18020.41,4.23799991607666,4.5,3.225566625595093,4.581600189208984,92.67062377929688
0.84500003,CHL,LatAm,15519.08,17.81900024414063,3.200000047683716,3.69163703918457,4.750120162963867,88.29785919189453
0.89600003,LUX,WesternDem,61404.48,0.550000011920929,2.099999904632568,4.580255031585693,4.083879947662354,84.60346984863281
0.92000002,IRL,WesternDem,46422.07,4.620999813079834,2.799999952316284,5.434197425842285,5.324570178985596,99.57335662841795
0.58999997,COG,SubSaharian,2369.8401,,6.800000190734863,,,
0.70099998,MDA,EastEurope,4207.8701,3.555000066757202,6.400000095367432,3.163065433502197,7.467840194702148,76.86421203613281
0.63800001,GUY,Caribbean,2042.8199,0.7559999823570251,9.100000381469728,3.933674573898315,3.19215989112854,82.4810562133789
0.58200002,LAO,SouthEastAsia,2926.77,6.89799976348877,7.400000095367432,3.834710359573364,3.320110082626343,50.82894134521484
0.565,STP,SubSaharian,2150.55,,7.900000095367432,,3.7568199634552,64.42681121826172
0.42500001,COD,SubSaharian,324.16,,7.099999904632568,2.957446813583374,2.245349884033203,
0.792,BGR,EastEurope,13967.45,7.202000141143799,4.599999904632568,3.387006282806397,4.061970233917236,88.16580963134766
0.85699999,AND,WesternDem,32367.33,,,,2.997809886932373,
0.80500001,RUS,EastEurope,19063.689,143.4290008544922,4.5,3.476519107818604,3.861330032348633,
0.421,SSD,SubSaharian,,,6.900000095367432,,1.712970018386841,
0.89499998,BEL,WesternDem,33764.711,11.18099975585938,1.899999976158142,5.328890800476074,6.585140228271484,95.2855987548828
0.78299999,PLW,Pacific,9392.5996,0.0179999992251396,,,,70.16300201416016
0.52499998,NGA,SubSaharian,2246.8201,160.3419952392578,7.099999904632568,2.85273027420044,,
0.79400003,BRB,Caribbean,22888.971,0.2790000140666962,5.400000095367432,5.040225982666016,6.573299884796143,99.42874908447266
0.82599998,ARG,LatAm,15102.61,41.73300170898438,3.0,2.983357429504395,5.32548999786377,88.24600219726562
0.71799999,TON,Pacific,3962.0601,0.1040000021457672,,,,75.42909240722656
0.94800001,NOR,WesternDem,57634.77,5.156000137329102,1.600000023841858,5.048264026641846,7.373290061950684,95.2019271850586
0.787,MYS,SouthEastAsia,12284.27,30.70899963378906,4.5,5.258416175842285,5.195930004119873,67.99771881103516
0.54799998,PAK,SouthAsia,2855.55,186.1900024414063,7.0,3.381112337112427,2.464349985122681,41.17535018920898
0.63700002,GTM,LatAm,4438.0,,6.699999809265137,2.693367958068848,2.941740036010742,46.71841812133789
0.741,ARM,EastEurope,6451.9399,2.980000019073486,6.0,3.455313444137573,2.246599912643433,
0.47299999,MWI,SubSaharian,938.34998,17.60400009155273,8.100000381469727,3.185531854629517,4.842539787292481,32.94229125976563
0.69400001,GAB,SubSaharian,14525.28,,5.5,2.875664710998535,2.666169881820679,
0.92400002,DEU,WesternDem,39486.699,80.98300170898438,2.099999904632568,5.241913795471191,4.952189922332764,
0.51899999,TZA,SubSaharian,1416.3,43.88000106811523,7.0,3.004210472106934,3.479140043258667,
